physicalCueKey,voiceId,path,exists,sha256,durationMs,manifestRegistered,verifyAudioCovered,generationMetadataPresent,fingerprintStatus,referencedByLogicalCueKeys,legacyReachability,v21Reachability,classification,notes
training-intro,clara,assets/audio/voice/clara/training-intro.mp3,true,2d44a781e71f755b6e5f82946fc922173ea945455d5cdbcbd3a91c6335c4fd9a,9334,true,false,false,baseline_audio_without_required_fingerprint_gate,training-intro-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
tug-intro,clara,assets/audio/voice/clara/tug-intro.mp3,true,ea9329de21a246cabcb6e0dba6a154105742a1d4a0ba1a71c47ae78cd60ced40,7709,true,false,false,baseline_audio_without_required_fingerprint_gate,,conditional_legacy_tug,not_in_default_v21,conditional_legacy_only,Measured from current task-start physical corpus.
tug-setup,clara,assets/audio/voice/clara/tug-setup.mp3,true,8b0ea998bd366a7e0467a26a45036b5f14b178f8acfb52316e878ccba5cd0663,10031,true,false,false,baseline_audio_without_required_fingerprint_gate,,conditional_legacy_tug,not_in_default_v21,conditional_legacy_only,Measured from current task-start physical corpus.
turn-on-light,clara,assets/audio/voice/clara/turn-on-light.mp3,true,a7059e8bacf986a8109a20f18f1bbf461f85a6e1e29171fa18cd1c5e847bb876,3529,true,false,false,baseline_audio_without_required_fingerprint_gate,setup-light-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
turn-side-on,clara,assets/audio/voice/clara/turn-side-on.mp3,true,f13a4a6585356faf17cef91d0dc0f22dd60e450bace2a1b7892b5868ccaeb8e9,3576,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
voice-preview,clara,assets/audio/voice/clara/voice-preview.mp3,true,59c420eaf30eec7e2a3a45acb4a6fcde8da931547aafcc8fe54fa7da9cb1a8ee,3344,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
you-completed,clara,assets/audio/voice/clara/you-completed.mp3,true,0eb77a80a4c06c7048bf0e9340e76637fdbb94c8c1cfd6a5796f00e87aa9ad6e,1300,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
balance-feet-together,marcus,assets/audio/voice/marcus/balance-feet-together.mp3,true,1455e162b09bf601f04da59d6a5f5e7c96323eec0ddf937c7d898def697190a9,2183,true,false,false,baseline_audio_without_required_fingerprint_gate,checkup-balance-feet-together-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
balance-intro,marcus,assets/audio/voice/marcus/balance-intro.mp3,true,dc8cad8c1f97e463ce6a30012e83077a66a7c6ac8f4d632b787879ea9b3be4ab,8220,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
balance-semi-tandem,marcus,assets/audio/voice/marcus/balance-semi-tandem.mp3,true,9a4ba956d49dd7307998d12462622bbf6231556f563a02f305c85e601909f719,4365,true,false,false,baseline_audio_without_required_fingerprint_gate,checkup-balance-semi-tandem-left-v21;checkup-balance-semi-tandem-right-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
balance-setup,marcus,assets/audio/voice/marcus/balance-setup.mp3,true,3163578306947109facf627d59fe82bfe35ec2a56966ca9243d5ce53ac75b83b,7245,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
balance-single-leg,marcus,assets/audio/voice/marcus/balance-single-leg.mp3,true,9902f1e4169a6d47ebb5624c178bd98721dad5fdf5de5fa8073dcc672a78c7f7,3297,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
balance-tandem,marcus,assets/audio/voice/marcus/balance-tandem.mp3,true,c9af4b0f2d6b2b63f3a00edae53d9b13d3974f7369015b35b314df8d96bdd47e,3204,true,false,false,baseline_audio_without_required_fingerprint_gate,checkup-balance-tandem-left-v21;checkup-balance-tandem-right-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
balance_no_eyes_closed_or_unstable_surface,marcus,assets/audio/voice/marcus/balance_no_eyes_closed_or_unstable_surface.mp3,true,61004d31b1407107515b8eb79d8482a68b795a41da5335ff7bf8feec1d2ad3f0,4365,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
balance_stop_if_unsteady,marcus,assets/audio/voice/marcus/balance_stop_if_unsteady.mp3,true,07c8b8c03566adf1fe56a7cf80b044a08908e2e77821c661eee1d2f688fc6141,2508,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
balance_support_within_reach,marcus,assets/audio/voice/marcus/balance_support_within_reach.mp3,true,d4fe36119aed2655c2b7ba858194164b31342406cb151e36aeb69e74c8a280d3,4087,true,true,true,verified_by_verify_audio,equip-balance-support-v21,legacy_safety_or_setup,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
balance_supported_if_hesitant,marcus,assets/audio/voice/marcus/balance_supported_if_hesitant.mp3,true,0e6d42f398713443a64c30734f2c6c84950211df619a5a9746a573008e3d8575,2090,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
band_anchor_feet_secure,marcus,assets/audio/voice/marcus/band_anchor_feet_secure.mp3,true,b93225a2f15bbda3c83aa6af5789a3c7b55ce5c87a042a60b8f83718eeefbf6a,4319,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
band_controlled_return,marcus,assets/audio/voice/marcus/band_controlled_return.mp3,true,2d3c61cef7432c84689a5aed5c09c8c1bc1274e32ff5a0bf658da4e35db161c5,1997,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
band_do_not_overstretch,marcus,assets/audio/voice/marcus/band_do_not_overstretch.mp3,true,fec44b0c0870b8f32527f8a6c2f47af0e314f3dfbc4de490cefc7231c402263f,2972,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
band_face_and_eyes_clear,marcus,assets/audio/voice/marcus/band_face_and_eyes_clear.mp3,true,1d0b4591672f109aeef68e35454e57f124615264734aa4639e112ba30fe4a2e0,2647,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
band_inspect_before_use,marcus,assets/audio/voice/marcus/band_inspect_before_use.mp3,true,3ba59585148b801b8ed46ee36e4a8f8ec2d53a940bc7c96f7340dfe8dc677042,5062,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
band_never_release_under_tension,marcus,assets/audio/voice/marcus/band_never_release_under_tension.mp3,true,9dd37051c0972894656f8fd592d6eeb6a6d2eb8b38c5ec9d9300aa0ea885c952,1904,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
band_secure_grip,marcus,assets/audio/voice/marcus/band_secure_grip.mp3,true,317a0b0a10803a0cf3c925bda364c880d37c1b27939b10a3cc8e862579cafef9,2694,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
band_stable_stance,marcus,assets/audio/voice/marcus/band_stable_stance.mp3,true,f81c2e780aff7ec0b9296fff876fed17f7af89b33c041ec5c6dba912e3e6bb9d,2786,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
band_stop_if_slips_or_shifts,marcus,assets/audio/voice/marcus/band_stop_if_slips_or_shifts.mp3,true,4cf0248178fc3c747c783cb2902b1deb8fccf755ba02a78b2ee55543ca123030,5805,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
center-yourself,marcus,assets/audio/voice/marcus/center-yourself.mp3,true,17163d4582bfd58d61a7e8108bb60d13d08bd95d9ee964a7c0def967895bc76c,1950,true,false,false,baseline_audio_without_required_fingerprint_gate,setup-center-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
chair-stand-intro,marcus,assets/audio/voice/marcus/chair-stand-intro.mp3,true,fd98865deb1bfc2752ccb30ef86405bc8a0524f00fa39f0fd46d87d728472f24,10031,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
chair-stand-setup,marcus,assets/audio/voice/marcus/chair-stand-setup.mp3,true,c69c08f2a09fa21bd5490b706600dad752ded9bef5cb9cc2d153bfb172b66c23,11006,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
chair_controlled_sit,marcus,assets/audio/voice/marcus/chair_controlled_sit.mp3,true,f6ae6e2a8883467ea4c5f863789e5c7f7abe7612f6106ebac2ad5d00098fc225,2786,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
chair_use_sturdy_chair,marcus,assets/audio/voice/marcus/chair_use_sturdy_chair.mp3,true,e94bfbe40396fb751a61a3850e8f61f5a203d7f9e0415d2d04dfc2b6386a3e6d,2694,true,true,true,verified_by_verify_audio,equip-chair-stable-v21,legacy_safety_or_setup,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
checkup-balance-intro-v21,marcus,assets/audio/voice/marcus/checkup-balance-intro-v21.mp3,true,f973a9b48e5cb1954f9fc9391c2edd676ae507de6d58c31a64e4ef6680256ee0,5016,true,true,true,verified_by_verify_audio,checkup-balance-intro-v21,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-balance-single-leg-v21,marcus,assets/audio/voice/marcus/checkup-balance-single-leg-v21.mp3,true,4d42d9fc87151b1fc9bf618839f10098ede687a5775b32b0a2aaccabb0ecc3d5,4830,true,true,true,verified_by_verify_audio,checkup-balance-single-leg-left-v21;checkup-balance-single-leg-right-v21;checkup-balance-single-leg-v21,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-chair-stand-intro-v21,marcus,assets/audio/voice/marcus/checkup-chair-stand-intro-v21.mp3,true,99b027f676021df1f46c4017c44e9bda7b54eef86e8b096d7fd451abf4d3e37f,4644,true,true,true,verified_by_verify_audio,checkup-chair-stand-intro-v21,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-chair-stand-setup-v21,marcus,assets/audio/voice/marcus/checkup-chair-stand-setup-v21.mp3,true,fe09277e0786932ff48b6be745cf730746625b70f62470c6aac1be26ee0cf8b1,5248,true,true,true,verified_by_verify_audio,checkup-chair-stand-setup-v21,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-complete-v21,marcus,assets/audio/voice/marcus/checkup-complete-v21.mp3,true,f13f8816bfe27c601d9197fe0a8d3ec7a76ddf00eb75e99ac373d1414fddafbb,2090,true,true,true,verified_by_verify_audio,checkup-complete-v21,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-complete,marcus,assets/audio/voice/marcus/checkup-complete.mp3,true,64f5ce124907317bc84741b48a710453e375f6e9e419364cd826a1703a00aa8d,3994,true,false,false,baseline_audio_without_required_fingerprint_gate,,movement_checkup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
checkup-hinge-setup-v21,marcus,assets/audio/voice/marcus/checkup-hinge-setup-v21.mp3,true,0705c2d169d8132e53c45fa852cc059e4f3c8086b3ab311b2d1dd327351ed3a9,6084,true,true,true,verified_by_verify_audio,checkup-hinge-setup-v21,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-intro,marcus,assets/audio/voice/marcus/checkup-intro.mp3,true,c5ea926e64b3960816df0233c0cd8dc9948a1c7856e2b1c4917e2175292d076c,12910,true,false,false,baseline_audio_without_required_fingerprint_gate,,movement_checkup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
checkup-shoulder-raise-left-v21,marcus,assets/audio/voice/marcus/checkup-shoulder-raise-left-v21.mp3,true,52f2d7ab2d96002d3308991924be1cd845a493aef53bd6312261862f69f5a58b,4087,true,true,true,verified_by_verify_audio,checkup-shoulder-raise-left-v21,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-shoulder-raise-right-v21,marcus,assets/audio/voice/marcus/checkup-shoulder-raise-right-v21.mp3,true,2814dfc4190eb3000e6a6f40956f1d8c0586bd17423d84f5465a15326ab418e6,4180,true,true,true,verified_by_verify_audio,checkup-shoulder-raise-right-v21,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-shoulder-turn-left-v21,marcus,assets/audio/voice/marcus/checkup-shoulder-turn-left-v21.mp3,true,9d8db5289e6632aec48dd1740f51cf732b23d7a7db84740e989475a7c79f3017,2322,true,true,true,verified_by_verify_audio,checkup-shoulder-turn-left-v21,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-shoulder-turn-right-v21,marcus,assets/audio/voice/marcus/checkup-shoulder-turn-right-v21.mp3,true,8a96888a13a3581ba9f59e1a21707b5f9b355ac374df3d2483c5c6de428745cc,2276,true,true,true,verified_by_verify_audio,checkup-shoulder-turn-right-v21,movement_checkup,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
close-your-eyes,marcus,assets/audio/voice/marcus/close-your-eyes.mp3,true,eb7c3ed43be1e9bb35d71cdae491d499477d11d140e6f924d01ed02149eb9e2a,2043,true,false,false,baseline_audio_without_required_fingerprint_gate,close-your-eyes,conditional_legacy_balance,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
comfortable_range_only,marcus,assets/audio/voice/marcus/comfortable_range_only.mp3,true,208e4c8eca1b377a65fee6a7afa47eb2bca06cdb710c64442e9b44aae2dd26c1,1950,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
cooldown-now,marcus,assets/audio/voice/marcus/cooldown-now.mp3,true,b50340dddde2f8fdba98f43172d1d70ea6532400ddb86e0b633d9143e0bdf880,2508,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
countdown-one,marcus,assets/audio/voice/marcus/countdown-one.mp3,true,da321ac124d192e8423bf074f3c5c027840a0b0e25884195116d70c34c225ff4,604,true,false,false,baseline_audio_without_required_fingerprint_gate,countdown-one,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
countdown-three,marcus,assets/audio/voice/marcus/countdown-three.mp3,true,a953bfde0b8641897fd01e4095d6847ab9b5b52de917052a8f2edaafc35dc8a8,789,true,false,false,baseline_audio_without_required_fingerprint_gate,countdown-three,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
countdown-two,marcus,assets/audio/voice/marcus/countdown-two.mp3,true,765398a75a42490b8b037d29f5fa9f657f73eab78717d2967d44978687bfc9b9,743,true,false,false,baseline_audio_without_required_fingerprint_gate,countdown-two,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
door_anchor_follow_manufacturer_setup,marcus,assets/audio/voice/marcus/door_anchor_follow_manufacturer_setup.mp3,true,16b2dc5d2fa5b489d6f3450c5c20df775b5c0cd2cfd55837b6c22caed8f9ab8e,3947,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
door_anchor_fully_closed,marcus,assets/audio/voice/marcus/door_anchor_fully_closed.mp3,true,e09c730743583b8d86ccba63f8a039e503f6a8e70b6c50c89ffde3f7538b5736,3019,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
door_anchor_stay_out_of_door_path,marcus,assets/audio/voice/marcus/door_anchor_stay_out_of_door_path.mp3,true,dabf3b2c3f495bbe06416e004fee45526890e8360231fb8daf2982d5ba7edf2c,3065,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
door_anchor_stop_if_moves,marcus,assets/audio/voice/marcus/door_anchor_stop_if_moves.mp3,true,448dc5db4f31b8a4a47a7f5ed8ea76709c97612249a7d945322357d526a3def8,4365,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
door_anchor_test_light_tension,marcus,assets/audio/voice/marcus/door_anchor_test_light_tension.mp3,true,9b5b06b4d3a18fd0028e36c395a51256d7db3b9680789f012088392bf6130639,3158,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
ex-balance,marcus,assets/audio/voice/marcus/ex-balance.mp3,true,bfbe6d2d69387fbff02e641acded41a86b2d2b153e40200b1d50defd3d0273c1,7616,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_training_family_instruction,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
ex-glute-bridge,marcus,assets/audio/voice/marcus/ex-glute-bridge.mp3,true,11cf52fb2ddc3e42da5b08b4bd37b186278cfcaef3082aa7addad20ac53d038e,7988,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_training_family_instruction,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
ex-hamstring-reach,marcus,assets/audio/voice/marcus/ex-hamstring-reach.mp3,true,6fb37f89976d292aa9a893ebe48229cbb0ccd237909a8e9ac90526281dc54b5d,9799,true,false,false,baseline_audio_without_required_fingerprint_gate,micro-mobility-left-v21;micro-mobility-right-v21,legacy_training_family_instruction,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
ex-heel-raise,marcus,assets/audio/voice/marcus/ex-heel-raise.mp3,true,c40f2282513172ae709743277b6b8a2b85df842ccdbebaf87fe761ebcf99a678,9938,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_training_family_instruction,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
ex-hip-hinge,marcus,assets/audio/voice/marcus/ex-hip-hinge.mp3,true,d1646bdf3ef9d6b381ccff1cd915c71513bfd79ccd3523a18e8b5c4354f93a5c,11517,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_training_family_instruction,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
ex-march,marcus,assets/audio/voice/marcus/ex-march.mp3,true,072b97d930527a7dfe6f502292e018b679d30d2b7673760d3ed8b9da5b7d0ce6,6502,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_training_family_instruction,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
ex-neck-rotation,marcus,assets/audio/voice/marcus/ex-neck-rotation.mp3,true,28fa0b2d15da2a7d45171e311adcc4fddac673595ecea4ad8235f999b20319a2,7338,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_training_family_instruction,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
ex-overhead,marcus,assets/audio/voice/marcus/ex-overhead.mp3,true,da357733bf4dda5c32860af6f5d935342deac7ccab0bf3d627bb5201cf1ca5f1,6502,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_training_family_instruction,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
ex-push-up,marcus,assets/audio/voice/marcus/ex-push-up.mp3,true,461dca046c6299516bf0ee32910f7fa424ec8bc669575cbf372e1e363d8d3e9f,7245,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_training_family_instruction,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
ex-sit-to-stand,marcus,assets/audio/voice/marcus/ex-sit-to-stand.mp3,true,d85b0b37afa8971986f818b4ad04e8fc38966284487d85e5977030bf0d91283c,9660,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_training_family_instruction,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
ex-squat,marcus,assets/audio/voice/marcus/ex-squat.mp3,true,d80d4dfb04d54a6457eac75ba17e8af35b75537181a49fa45becc1916b74aad5,8127,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_training_family_instruction,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
ex-step-up,marcus,assets/audio/voice/marcus/ex-step-up.mp3,true,86e4c62d7c01a1acdd6761086fbfdc7015ad664b96b240e1ea22df5f99a06d50,8731,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_training_family_instruction,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
exercise-skipped,marcus,assets/audio/voice/marcus/exercise-skipped.mp3,true,6df9e8b351a0706e826455fda98df1f933861f1ded207a5b7f40da95788de178,2833,true,false,false,baseline_audio_without_required_fingerprint_gate,training-skip-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
face-forward,marcus,assets/audio/voice/marcus/face-forward.mp3,true,43f1b6fdb0db3bc40d0cc634d4504c15b3d976227ca4de84b1666c623206ead9,2601,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
final-position-set-v21,marcus,assets/audio/voice/marcus/final-position-set-v21.mp3,true,26f95b44810d8b6e6cc8730bf0a6b9b187e759e2164dfe20161507fbc72dc696,975,true,true,true,verified_by_verify_audio,final-position-set-v21,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
floor_clear_space,marcus,assets/audio/voice/marcus/floor_clear_space.mp3,true,fe1e89144741fd1d997f8bd9ee843f7561b264e6bd57345be5b28bcd02099ab1,3297,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
floor_slow_transition,marcus,assets/audio/voice/marcus/floor_slow_transition.mp3,true,7e4f0f8a9d105eccca217bd0883ade21dfa489a983a75629bd2af22ada968ea3,2972,true,true,true,verified_by_verify_audio,equip-floor-transition-v21,legacy_safety_or_setup,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
floor_stop_if_transfer_unsteady,marcus,assets/audio/voice/marcus/floor_stop_if_transfer_unsteady.mp3,true,7fcc35229bcef9449d7e6bf93bf54e3fb385d9a176cfcc81c6d4756722e91a06,4644,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
floor_use_support_for_transfer,marcus,assets/audio/voice/marcus/floor_use_support_for_transfer.mp3,true,d22667ca08e59347c25306213846759c2d4569002d73f6fe6fe6091e00db6287,2926,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
framing-ready,marcus,assets/audio/voice/marcus/framing-ready.mp3,true,3591978acf4a569267f825876cac319413409bdec2d0780b97c9e2155dae478e,1254,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
global_breathe_normally,marcus,assets/audio/voice/marcus/global_breathe_normally.mp3,true,c09d8d8a2af3ddfc7e6f48165876f0f3665c943ed6b76fa4e7c5db87284f1384,2740,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
global_clear_space,marcus,assets/audio/voice/marcus/global_clear_space.mp3,true,ab020836711bfd85872d236ac3c40306b1f8e9afd341e17aaf4ba853cffd56db,2136,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
global_pause_if_tracking_lost,marcus,assets/audio/voice/marcus/global_pause_if_tracking_lost.mp3,true,18e73ef98bd91f6b5c29ca76a0bd0b8414dfdc3d3e0b46da88022027e213f049,4690,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
global_stop_dizzy_or_lightheaded,marcus,assets/audio/voice/marcus/global_stop_dizzy_or_lightheaded.mp3,true,1ccd938a8bfebb45dded52559159ddc6d650f41f7785a83e890f2036a2e67bf5,3622,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
global_stop_if_support_moves,marcus,assets/audio/voice/marcus/global_stop_if_support_moves.mp3,true,a3a98a5dff0f6dbd9ebf1a86e138a9b6ceb773c17f0a400283c888a819c5430e,4319,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
global_stop_sharp_or_increasing_pain,marcus,assets/audio/voice/marcus/global_stop_sharp_or_increasing_pain.mp3,true,159ab1a39ed1d77d0de51207282f785ea053012b4df41524924ad64d02396802,3622,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
go,marcus,assets/audio/voice/marcus/go.mp3,true,b27dc828a2c58649e7882dc296a462b5584655ac290651226e11bafdede6ae27,557,true,false,false,baseline_audio_without_required_fingerprint_gate,go,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
hinge-intro,marcus,assets/audio/voice/marcus/hinge-intro.mp3,true,7edd51c6f809fa861bd984b90c676ea44339d4350536f49fdc1f4b32c7d84eae,5016,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
hinge-setup,marcus,assets/audio/voice/marcus/hinge-setup.mp3,true,c8bc2b2a80fa50901ad43196d655e538281c38bf3673f674013094cd61e89e61,7152,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
hold-still,marcus,assets/audio/voice/marcus/hold-still.mp3,true,3d0182196b38d46d4eac03e690a8fce83f8c986b4ed71f0f6654e8776b9ebe1f,1579,true,false,false,baseline_audio_without_required_fingerprint_gate,setup-hold-still-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
item-complete-v21,marcus,assets/audio/voice/marcus/item-complete-v21.mp3,true,b9219a267f0847c0b1db8bdde9d73ed7e4a23ec8f9a6f34d463ccb62f3647465,929,true,true,true,verified_by_verify_audio,checkup-balance-next-stance-v21;item-complete-v21,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
